,APPLICATION_STATUS,QUEUE_ID,CURRENT_STAGE,MARITAL_STATUS,GENDER,AGE,EDUCATION,RESIDENCE_TYPE,EMPLOY_CONSTITUTION,PAN_STATUS,CIBIL_SCORE,APPLICATION_SCORE,RESIDENTIAL_ADDRESS_SCORE,OFFICE_ADDRESS_SCORE,APPLIED_AMOUNT,LOAN_TENOR,PRIMARY_ASSET_CTG,PRIMARY_ASSET_MAKE,PRIMARY_ASSET_MODELNO,VOTER_ID,DRIVING_LICENSE,AADHAAR,PAN,BANK_PASSBOOK,APPLIED_AMOUNT_TRANS
121,Approved,Straight  Through Process,APRV,Married,Male,42,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,808,104,78.38,67.42,40000,12,AC,VOLTAS,123 CYe,F,F,T,F,F,200
122,Declined,Straight  Through Process,PD_DE,Married,Male,30,GRADUATE,RENTED,SALARIED,Pan Not Submitted,0,-2,50.0,0.0,25000,10,LED_TV,INTEX,LED-3222,F,T,T,F,F,158
123,Declined,Straight  Through Process,PD_DE,Married,Male,33,GRADUATE,OWNED,SALARIED,ERROR,712,54,0.0,0.0,61000,12,HDTV,LG,43UH650T,T,F,F,T,F,247
124,Approved,Under.Writer,PD_DE,Married,Male,32,OTHERS,OWNED,SELF-EMPLOYED,ERROR,750,84,59.01,84.35,82000,12,AIR CONDITIONER,MITSUBISHI,SRK 24 YRV SL2.0,F,F,T,T,F,286
125,Declined,Straight  Through Process,DCLN,Married,Male,22,OTHERS,OWNED,SALARIED,ERROR,559,65,74.13,59.81,23400,10,Washing_machine,SAMSUNG,WA65K4020HL/TL,F,F,T,T,F,153
126,Approved,Straight  Through Process,APRV,Single,Male,26,GRADUATE,RENTED,SALARIED,Pan Not Submitted,-10,13,85.44,58.49,25000,12,REF,WHIRLPOOL,REFRIGERATORS VANILLA,F,F,T,F,F,158
127,Approved,Straight  Through Process,APRV,Married,Female,34,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,759,69,63.11,63.11,15000,12,AC,ELECTROLUX,WASHING MACHINE VANILLA,F,F,F,T,F,122
128,Approved,Straight  Through Process,APRV,Married,Female,43,GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,89.38,53.42,20000,18,Washing_machine,SAMSUNG,WA75H4010HP/TL,F,F,T,F,F,141
129,Approved,Straight  Through Process,PD_DE,Married,Male,33,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,756,34,67.28,54.39,40000,10,AIR CONDITIONER,DAIKIN,FTKS50FVMA-RKS50FVMA,F,F,T,T,F,200
130,Approved,Straight  Through Process,APRV,Married,Male,38,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,837,75,75.51,84.62,25000,18,REF,PANASONIC,NR-BW415VNX4,F,F,T,F,F,158
131,Declined,Straight  Through Process,PD_DE,Single,Male,55,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,693,35,45.0,45.0,38500,10,TELEVISION,INTEX,WM SA72DB,F,F,T,F,F,196
132,Approved,Straight  Through Process,PD_DE,Married,Male,54,POST-GRADUATE,RENTED,SELF-EMPLOYED,ERROR,788,79,76.6,0.0,60000,10,LED_TV,SAMSUNG,UA43K5300ARMXL,T,F,T,T,F,245
133,Declined,Straight  Through Process,PD_DE,Married,Male,26,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,745,64,71.88,69.11,25000,12,AC,WHIRLPOOL,SW ULTRA PEARL WINE 6.2KG,F,F,T,F,F,158
134,Approved,Straight  Through Process,APRV,Married,Male,34,UNDER GRADUATE,OWNED,SALARIED,ERROR,811,85,77.97,0.0,16000,10,REF,SAMSUNG,RR2115CCASA/TL,F,F,F,T,F,126
135,Approved,Straight  Through Process,PD_DE,Married,Male,47,GRADUATE,OWNED,SALARIED,Pan Not Submitted,807,110,77.57,0.0,40000,10,AIR CONDITIONER,CARRIER,18KOCTRA,F,F,T,F,F,200
136,Declined,Under.Writer,DCLN,Married,Male,51,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,783,71,79.11,0.0,65000,10,REF,LG,GL-T542GNSL,F,F,T,T,F,255
137,Declined,Straight  Through Process,DCLN,Married,Female,27,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,0,-2,84.07,80.36,13500,12,AC,GODREJ,ACE 8.0 TRB DRY FLORA PURm,F,F,T,T,F,116
138,Declined,Under.Writer,DCLN,Married,Male,33,OTHERS,RENTED,SELF-EMPLOYED,ERROR,755,32,70.63,0.0,56000,18,TELEVISION,SONY,KLV-43W800D,F,F,T,T,F,237
139,Approved,Straight  Through Process,PD_DE,Single,Male,30,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,774,55,75.78,0.0,30000,18,LED_TV,SAMSUNG,UA32K4300ARLXL,F,F,T,T,F,173
140,Approved,Straight  Through Process,PD_DE,Married,Male,31,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,817,115,84.24,81.53,30000,18,REF,WHIRLPOOL,NEO FR258 ROYÂ MIDNIGHTÂ BLOM 2S,F,T,F,F,F,173
141,Approved,Straight  Through Process,PD_DE,Married,Male,25,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,766,89,57.85,57.85,23000,12,LED_TV,PANASONIC,TH-32C200DX,F,T,T,F,F,152
142,Approved,Straight  Through Process,PD_DE,Married,Female,32,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,75.73,54.26,50000,10,LED_TV,LG,43LH520T,F,F,T,F,F,224
143,Approved,Straight  Through Process,SRNV,Married,Male,38,GRADUATE,RENTED,SALARIED,Pan Not Submitted,806,75,60.99,0.0,30000,120,Washing_machine,LG,P8237R3SA,F,F,T,F,F,173
144,Approved,Straight  Through Process,APRV,Single,Male,22,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,789,104,73.53,73.33,70000,12,LED_TV,SAMSUNG,UA40F6800ARMXL,F,F,F,T,F,265
145,Approved,Straight  Through Process,APRV,Married,Male,62,DOCTORATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,866,67,0.0,0.0,40000,18,LED_TV,PANASONIC,TH-40D200DX,F,F,T,F,F,200
146,Approved,Under.Writer,APRV,Married,Male,47,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,55,71.63,79.25,15000,18,REF,KELVINATOR,KW205LST,F,T,T,F,F,122
147,Declined,Straight  Through Process,PD_DE,Married,Male,54,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,568,73,69.23,69.87,26500,10,HOME THEATRE,TARGET,K1110 FM,F,F,T,F,F,163
148,Declined,Under.Writer,DCLN,Single,Female,36,GRADUATE,RENTED,SALARIED,ERROR,-10,13,0.0,0.0,35000,10,AIR CONDITIONER,LG,JS-Q12NPXA,T,F,F,T,F,187
149,Declined,Straight  Through Process,PD_DE,Married,Male,47,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,728,75,92.59,0.0,54790,18,LED_TV,PANASONIC,PANEL - LED VANILLA,T,F,F,T,F,234
150,Declined,Straight  Through Process,DCLN,Married,Male,38,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,0,3,90.34,96.0,29000,12,REF,LG,GL-T292RPZY,F,F,T,T,F,170
151,Approved,Under.Writer,PD_DE,Married,Male,38,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,96.72,91.59,65000,12,LED_TV,LG,43LH520T,F,F,T,F,T,255
152,Approved,Under.Writer,APRV,Married,Male,48,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,57,0.0,0.0,32000,10,AIR CONDITIONER,DAIKIN,FTKS50FVMA-RKS50FVMA,F,F,T,T,F,179
153,Declined,Under.Writer,PD_DE,Married,Male,34,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,42,0.0,0.0,13000,12,Washing_machine,LG,P8072R3F,T,F,T,F,F,114
154,Declined,Straight  Through Process,PD_DE,Married,Male,56,GRADUATE,RENTED,SALARIED,ERROR,549,67,0.0,77.92,43000,12,REF,SAMSUNG,RT37M5538UT/TL,F,F,T,T,F,207
155,Declined,Under.Writer,DCLN,Married,Male,33,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,76.82,0.0,25000,12,Washing_machine,SAMSUNG,WT62H2500HP/TL,T,F,T,F,F,158
156,Declined,Straight  Through Process,DCLN,Married,Male,43,GRADUATE,OWNED,SALARIED,Pan Not Submitted,728,109,75.47,62.93,20000,10,GEYSER,V GUARD,WATER HEATER VANILLA,F,F,T,F,F,141
157,Approved,Straight  Through Process,PD_DE,Married,Male,55,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,793,95,85.19,83.97,37000,10,AC,IFB,TL-SDR 6.5KG AQUA,T,T,F,F,F,192
158,Declined,Under.Writer,DCLN,Married,Female,31,POST-GRADUATE,RENTED,SALARIED,Pan Not Submitted,-10,13,0.0,0.0,17000,12,WATER PURIFIER,KENT,WATER PURIFIER VANILLA,F,F,T,F,T,130
159,Declined,Straight  Through Process,DCLN,Married,Male,46,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,499,30,54.37,61.62,50000,12,AIR CONDITIONER,HITACHI,RAU021AWXA,F,F,F,T,F,224
160,Declined,Straight  Through Process,DCLN,Married,Male,51,OTHERS,OWNED,SELF-EMPLOYED,ERROR,623,35,0.0,0.0,50000,10,LED_TV,SONY,KDL-24P413D,F,F,T,T,F,224
161,Approved,Straight  Through Process,APRV,Married,Male,34,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,800,59,85.19,83.65,25000,18,AIR CONDITIONER,LLOYD,LC24IHC CASSETTE 2 TON,F,F,T,F,F,158
162,Approved,Straight  Through Process,APRV,Married,Male,42,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,823,103,91.09,93.14,13000,18,AC,GODREJ,WT 620 CFS Graphite Grey,F,T,F,F,F,114
163,Declined,Straight  Through Process,PD_DE,Married,Male,45,GRADUATE,RENTED,SALARIED,Pan Not Submitted,603,83,0.0,0.0,40000,10,LED_TV,LG,43LH516A,F,F,T,F,F,200
164,Declined,Straight  Through Process,DCLN,Married,Male,48,GRADUATE,OWNED,SALARIED,ERROR,604,95,0.0,0.0,45000,10,AC,LG,LSA24VTDH,F,F,F,T,F,212
165,Declined,Straight  Through Process,DCLN,Married,Male,62,POST-GRADUATE,OWNED,SALARIED,Pan Not Submitted,866,67,0.0,0.0,40000,18,LED_TV,PANASONIC,TH-40D200DX,F,F,T,F,F,200
166,Approved,Straight  Through Process,PD_DE,Single,Male,30,GRADUATE,OWNED,SALARIED,ERROR,-10,13,89.72,0.0,20000,10,REF,HAIER,HRD-2157PRD-R,T,F,F,T,F,141
167,Approved,Straight  Through Process,INV_GNR,Married,Male,41,UNDER GRADUATE,OWNED,SALARIED,ERROR,783,65,0.0,0.0,25990,10,TELEVISION,VU,T43D1510,F,F,T,T,F,161
168,Approved,Straight  Through Process,PD_DE,Married,Male,43,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,769,65,97.22,98.13,20000,20,REF,PANASONIC,NR-A195STMFP,F,T,F,F,F,141
169,Declined,Straight  Through Process,DCLN,Married,Male,31,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,537,59,90.44,82.84,30000,18,LED_TV,SONY,KDL-24P413D,F,F,T,F,F,173
170,Declined,Under.Writer,DCLN,Married,Male,30,POST-GRADUATE,RENTED,SALARIED,ERROR,-10,13,46.04,47.9,30000,10,REF,WHIRLPOOL,NEO FR278 PRM NOVA STEEL 3S,F,F,F,T,F,173
171,Declined,Under.Writer,PD_DE,Married,Male,43,UNDER GRADUATE,RENTED,SALARIED,Pan Not Submitted,-10,37,48.59,0.0,20000,10,REF,GODREJ,RD EdgePro 240 CT 5.2 Indigo Floret,F,F,F,F,F,141
172,Declined,Straight  Through Process,DCLN,Married,Male,50,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,690,80,82.41,88.12,15000,12,AC,ONIDA,WO75SBX1,T,F,T,F,F,122
173,Declined,Under.Writer,DCLN,Married,Male,48,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,47,75.0,75.61,40000,18,LED_TV,SAMSUNG,UA32K5300ARMXL,F,F,F,T,F,200
174,Approved,Straight  Through Process,PD_DE,Single,Male,27,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,89.37,0.0,25000,12,AC,IFB,TL-RCG 6.5KG AQUA,F,F,T,F,F,158
175,Approved,Straight  Through Process,APRV,Married,Male,45,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,841,143,0.0,64.08,35000,12,AIR CONDITIONER,SAMSUNG,AR12KV5HBTRXNA,F,F,T,F,F,187
176,Approved,Straight  Through Process,APRV,Married,Male,31,POST-GRADUATE,RENTED,SALARIED,Pan Not Submitted,777,55,68.35,72.53,50000,12,Washing_machine,SAMSUNG,WF652U2SHGX/TL,T,T,F,F,F,224
177,Approved,Straight  Through Process,APRV,Single,Male,25,GRADUATE,RENTED,SALARIED,ERROR,771,42,90.27,0.0,100000,10,LED_TV,SONY,KLV-40W562D,F,T,F,T,F,316
178,Approved,Straight  Through Process,PD_DE,Married,Male,51,GRADUATE,OWNED,SALARIED,ERROR,813,87,67.74,0.0,50000,10,AC,LG,FH0BNDL22,F,T,T,T,F,224
179,Declined,Straight  Through Process,DCLN,Married,Male,35,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,686,50,0.0,0.0,25500,18,AIR CONDITIONER,LLOYD,LC24IHC CASSETTE 2 TON,F,F,T,F,F,160
180,Approved,Straight  Through Process,APRV,Married,Male,51,GRADUATE,OWNED,SALARIED,ERROR,800,111,83.67,52.44,45000,12,REF,SAMSUNG,RT30K3723S8/HL,F,F,F,T,F,212
181,Approved,Straight  Through Process,APRV,Single,Male,24,GRADUATE,RENTED,PARTNERSHIP,Pan Not Submitted,804,115,81.71,53.08,35000,12,LED_TV,SAMSUNG,UA32K5300ARLXL,F,F,T,F,F,187
182,Approved,Straight  Through Process,APRV,Married,Male,45,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,812,83,87.78,75.49,20000,12,REF,LG,GL-195RLGE4,T,F,T,F,F,141
183,Approved,Straight  Through Process,PD_DE,Married,Female,45,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,803,94,68.6,87.36,55000,12,LED_TV,HAIER,LE55B8000,F,F,T,T,T,235
184,Approved,Straight  Through Process,PD_DE,Married,Female,31,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,13,93.22,93.22,40000,12,AC,IFB,TL-SDR 6.5KG AQUA,F,F,T,T,F,200
185,Declined,Straight  Through Process,PD_DE,Married,Male,48,OTHERS,OWNED,SALARIED,ERROR,0,23,71.9,58.99,23400,10,Washing_machine,SAMSUNG,WA65K4020HL/TL,F,F,T,T,F,153
186,Approved,Straight  Through Process,APRV,Married,Male,36,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,765,35,76.43,76.92,30000,12,LED_TV,INTEX,LED-3222,T,F,T,F,F,173
187,Declined,Straight  Through Process,DCLN,Married,Female,29,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,739,38,72.39,67.97,30000,18,LED_TV,SONY,KDL-24P413D,F,F,T,F,F,173
188,Approved,Under.Writer,APRV,Married,Male,27,OTHERS,OWNED,SELF-EMPLOYED,ERROR,0,7,65.0,55.45,13900,12,REF,WHIRLPOOL,205 IM POWERCOOL PRM 4S GOLD IMPERI,F,F,T,T,F,118
189,Approved,Straight  Through Process,PD_DE,Married,Male,24,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,79.86,64.18,30000,12,LED_TV,LG,22LN4105,F,F,T,F,F,173
190,Approved,Straight  Through Process,APRV,Married,Female,53,OTHERS,RENTED,SELF-EMPLOYED,ERROR,783,57,0.0,0.0,20000,10,REF,SAMSUNG,RR19J2744SZ/NL,T,F,F,T,F,141
191,Approved,Straight  Through Process,APRV,Married,Male,32,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,751,69,0.0,0.0,100000,10,AIR CONDITIONER,PANASONIC,S-48PBY1H59,F,F,F,T,F,316
192,Approved,Under.Writer,PD_DE,Married,Male,43,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,40,88.8,85.59,40000,10,LED_TV,PHILIPS,22PFL3758,F,F,T,F,F,200
193,Declined,Straight  Through Process,DCLN,Married,Male,33,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,0,-2,65.6,67.82,12500,12,AC,GODREJ,GWS 8002 PPC Aqua Blue,F,F,T,F,F,112
194,Approved,Straight  Through Process,PD_DE,Single,Male,22,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,779,91,81.48,64.71,35000,18,HOME THEATRE,SONY,HT-DH550,F,F,T,T,F,187
195,Declined,Under.Writer,PD_DE,Married,Male,49,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,-10,13,84.43,47.56,30000,12,AC,VOLTAS,182 CY,F,F,T,T,F,173
196,Declined,Straight  Through Process,PD_DE,Married,Male,34,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,730,23,0.0,0.0,18000,10,LED_TV,SAMSUNG,32fh4003,F,F,F,T,F,134
197,Approved,Straight  Through Process,PD_DE,Married,Male,39,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,769,55,68.79,0.0,42000,12,AIR CONDITIONER,LG,JS-Q18AUXA,F,F,T,T,F,205
198,Declined,Straight  Through Process,PD_DE,Married,Female,32,POST-GRADUATE,RENTED,SALARIED,Pan Not Submitted,0,28,69.68,65.08,20000,10,REF,GODREJ,RD EDGE PRO 240CT 5.2 IND FLO,F,F,T,F,F,141
199,Approved,Under.Writer,APRV,Married,Male,45,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,790,69,79.81,84.76,34500,18,REF,HAIER,HRB-3404CRL-R,F,F,T,T,F,186
200,Approved,Under.Writer,PD_DE,Single,Male,30,GRADUATE,OWNED,SALARIED,ERROR,769,62,68.15,64.81,45000,10,Washing_machine,LG,P7555R3FA,F,F,F,T,F,212
201,Approved,Straight  Through Process,PD_DE,Married,Male,33,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,792,64,81.99,83.87,30000,12,AIR CONDITIONER,LLOYD,LS19A3XJ 3 STAR 1.5 TON,T,F,T,T,F,173
202,Declined,Under.Writer,DCLN,Single,Male,56,OTHERS,OWNED,SELF-EMPLOYED,ERROR,-10,13,94.17,96.43,37000,10,LED_TV,PHILIPS,39PFL6570,F,F,T,T,F,192
203,Approved,Straight  Through Process,APRV,Married,Male,38,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,13,0.0,0.0,20000,12,TELEVISION,ONIDA,LEO32HBG,T,F,F,T,F,141
204,Declined,Straight  Through Process,PD_DE,Married,Female,52,GRADUATE,OWNED,SALARIED,Pan Not Submitted,698,33,74.29,0.0,40000,18,LED_TV,SAMSUNG,UA32K5300ARLXL,F,F,T,F,F,200
205,Approved,Straight  Through Process,PD_DE,Married,Male,33,OTHERS,OWNED,SALARIED,ERROR,779,92,73.94,0.0,70000,12,HDTV,VIDEOCON,VKV50FH17XAH,F,F,T,T,F,265
206,Declined,Under.Writer,PD_DE,Married,Male,33,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,755,32,67.91,67.74,43000,12,LED_TV,LG,43LH520T,F,F,T,T,F,207
207,Approved,Straight  Through Process,PD_DE,Married,Male,33,UNDER GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,816,62,85.03,64.9,45000,10,AIR CONDITIONER,MITSUBISHI,SRK 20 CLS-6,F,F,T,F,F,212
208,Approved,Straight  Through Process,INV_GNR,Single,Male,22,POST-GRADUATE,RENTED,SALARIED,ERROR,765,76,63.64,70.44,10000,12,COOLER,KENTSTAR,CL-KCDMRF1H-DMP,T,F,T,T,F,100
209,Approved,Under.Writer,PD_DE,Married,Female,56,GRADUATE,OWNED,SALARIED,ERROR,-10,53,57.89,52.22,25000,10,REF,WHIRLPOOL,REFRIGERATORS VANILLA,F,F,F,T,F,158
210,Declined,Straight  Through Process,PD_DE,Single,Male,25,OTHERS,OWNED,SELF-EMPLOYED,ERROR,0,8,73.1,58.11,50000,10,REF,LG,GL-I452TDBL,F,F,T,T,F,224
211,Approved,Under.Writer,PD_DE,Married,Male,53,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,-10,44,0.0,0.0,25000,18,LED_TV,HAIER,LE32M600,F,F,T,F,F,158
212,Approved,Straight  Through Process,PD_DE,Married,Male,31,GRADUATE,RENTED,SALARIED,ERROR,774,62,62.24,0.0,30000,12,REF,LG,GL-U292JSOL,F,F,T,T,F,173
213,Approved,Straight  Through Process,PD_DE,Married,Male,28,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,767,35,71.43,52.5,15000,10,LED_TV,SAMSUNG,UA24J4100ARMXL,F,F,F,T,T,122
214,Declined,Straight  Through Process,DCLN,Married,Male,27,UNDER GRADUATE,OWNED,PRIVATE LIMITED COMPANY,ERROR,712,74,73.75,64.55,36500,10,AIR CONDITIONER,LG,JS-Q18NPXA,F,F,T,T,F,191
215,Declined,Under.Writer,DCLN,Married,Male,29,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,92.0,73.08,15000,12,MICROWAVE,PANASONIC,NN-CT353BFDG,T,F,T,F,F,122
216,Approved,Under.Writer,PD_DE,Married,Male,46,OTHERS,RENTED,SELF-EMPLOYED,Pan Not Submitted,-10,13,78.92,80.7,56000,10,LED_TV,SAMSUNG,UA40H4250ARLXL,F,F,T,F,F,237
217,Declined,Under.Writer,DCLN,Single,Male,21,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,90.7,88.33,20000,10,REF,WHIRLPOOL,200 GENIUS CLS PLUS 4S WINE FIESTA,F,F,T,F,F,141
218,Declined,Straight  Through Process,PD_DE,Married,Female,24,UNDER GRADUATE,RENTED,SALARIED,Pan Not Submitted,0,-2,73.68,0.0,26000,12,AC,LG,T7567TEDLK,T,F,T,F,F,161
219,Declined,Straight  Through Process,DCLN,Married,Female,30,POST-GRADUATE,OWNED,SELF-EMPLOYED,ERROR,0,28,74.86,73.62,25000,10,Washing_machine,SAMSUNG,WA62K4200HY/TL,F,F,T,T,F,158
220,Approved,Straight  Through Process,PD_DE,Married,Male,33,POST-GRADUATE,OWNED,SALARIED,ERROR,-10,13,81.5,67.46,69990,12,LED_TV,HAIER,LE55B9500U,F,F,T,T,F,265
221,Approved,Straight  Through Process,PD_DE,Single,Male,25,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,13,93.33,0.0,29700,12,AC,LG,LSA24VTDH,T,F,T,T,F,172
222,Declined,Under.Writer,DCLN,Single,Male,26,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,754,46,0.0,0.0,50000,12,REF,SAMSUNG,RT28K3343R2/HL,T,F,T,T,F,224
223,Approved,Straight  Through Process,APRV,Single,Male,51,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,804,125,88.8,84.21,50000,12,LED_TV,SONY,KLV-40W562D,F,T,T,T,F,224
224,Approved,Under.Writer,APRV,Married,Female,39,GRADUATE,OWNED,SALARIED,ERROR,-10,37,90.18,0.0,35000,10,AIR CONDITIONER,PANASONIC,CS/CU-KC18SKY3R,T,F,T,T,F,187
225,Approved,Straight  Through Process,PD_DE,Married,Male,50,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,755,102,60.0,48.86,70000,10,HOME THEATRE,TARGET,K1110 FM,F,F,T,T,F,265
226,Declined,Straight  Through Process,PD_DE,Single,Male,47,GRADUATE,OWNED,SALARIED,ERROR,606,52,66.15,0.0,40000,12,AC,GODREJ,GSC18GIA5AWOG,T,F,F,T,F,200
227,Declined,Straight  Through Process,PD_DE,Married,Male,34,POST-GRADUATE,RENTED,SALARIED,ERROR,584,19,62.68,0.0,40000,10,AIR CONDITIONER,SAMSUNG,AR18MV3HEWKXNA,F,F,T,T,F,200
228,Declined,Straight  Through Process,PD_DE,Married,Male,40,GRADUATE,OWNED,SALARIED,ERROR,500,57,0.0,61.26,15000,12,TELEVISION,ONIDA,LEO32HBG,F,F,T,T,F,122
229,Approved,Straight  Through Process,PD_DE,Married,Male,44,GRADUATE,OWNED,SALARIED,ERROR,793,65,0.0,0.0,33500,12,AIR CONDITIONER,DAIKIN,FTC50RRV161/RC50RRV161,F,F,F,T,T,183
230,Approved,Straight  Through Process,APRV,Married,Male,47,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,786,95,72.9,68.57,48000,12,AC,VIDEOCON,VS72H13 DA.MAR,T,F,T,F,F,219
231,Declined,Straight  Through Process,PD_DE,Married,Male,38,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,744,45,67.92,62.24,40000,10,AC,GODREJ,GSC18GIA5AWOG,T,F,F,T,F,200
232,Declined,Under.Writer,DCLN,Married,Male,46,OTHERS,RENTED,SELF-EMPLOYED,Pan Not Submitted,-10,13,78.92,80.7,60000,10,LED_TV,SAMSUNG,UA40H4250ARLXL,F,F,T,F,F,245
233,Approved,Straight  Through Process,PD_DE,Single,Male,29,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,769,104,75.94,79.46,35000,10,AC,WHIRLPOOL,SW ULTRA PEARL WINE 6.2KG,F,F,T,F,F,187
234,Approved,Straight  Through Process,SRNV,Married,Male,31,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,781,101,87.9,89.09,15500,10,REF,SAMSUNG,RR20M272ZR2/NL,T,F,F,T,F,124
235,Declined,Straight  Through Process,PD_DE,Married,Male,26,GRADUATE,RENTED,SALARIED,ERROR,774,93,0.0,65.71,49999,12,LED_TV,LG,43LH520T,F,F,T,T,F,224
236,Declined,Under.Writer,PD_DE,Married,Male,35,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,53,0.0,0.0,25000,12,REF,WHIRLPOOL,NEO FR258 ROY 3S ILLUSIA STEEL,F,F,T,F,F,158
237,Declined,Straight  Through Process,DCLN,Married,Female,41,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,645,50,72.53,79.35,16500,10,REF,GODREJ,RD Edgeex221ct3.2,T,F,T,T,F,128
238,Approved,Straight  Through Process,APRV,Married,Male,29,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,70.59,69.77,15000,12,MICROWAVE,PANASONIC,NN-CT353BFDG,T,F,T,F,F,122
239,Approved,Straight  Through Process,APRV,Married,Female,40,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,771,35,87.29,90.35,40000,10,LED_TV,PHILIPS,39PFL3850,F,F,T,T,F,200
240,Approved,Straight  Through Process,PD_DE,Single,Male,27,GRADUATE,RENTED,SALARIED,ERROR,783,74,88.55,58.89,33000,12,REF,LG,GL-I322RTNL,F,F,T,T,F,182
241,Approved,Under.Writer,PD_DE,Single,Male,24,GRADUATE,RENTED,SALARIED,ERROR,-10,13,81.36,0.0,50000,10,AIR CONDITIONER,LG,JS-Q12PWXA,T,F,F,T,F,224
242,Declined,Straight  Through Process,PD_DE,Single,Male,26,POST-GRADUATE,OWNED,SALARIED,Pan Not Submitted,721,93,81.62,0.0,22000,10,REF,WHIRLPOOL,200 GENIUS CLS PLUS 4S WINE FIESTA,F,F,T,F,T,148
243,Declined,Straight  Through Process,DCLN,Married,Male,28,OTHERS,RENTED,SELF-EMPLOYED,Pan Not Submitted,738,60,81.58,85.34,16650,12,REF,SAMSUNG,RR19K282ZBZ/NL,F,F,T,F,F,129
